"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","YEAR.DOWNLOADED","X"
"MLS Listing",NA,"Single Family Residential","6141 Virginia Ave","St Louis","MO","63111",109000,2,1,"South City",962,3833,1922,22,113,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6141-Virginia-Ave-63111/home/93709185","MARIS","18094298","N","Y",38.5604361,-90.2505248,2018,256
"MLS Listing",NA,"Single Family Residential","4251 Juniata St","St Louis","MO","63116",322900,3,3,"South City",1870,3223,1914,46,173,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/4251-Juniata-St-63116/home/103204019","MARIS","18090782","N","Y",38.602704,-90.260028,2018,864
"MLS Listing",NA,"Single Family Residential","2710 Geyer Ave","St Louis","MO","63104",190000,3,3,"Central East",1818,3441,1884,73,105,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2710-Geyer-Ave-63104/home/93690234","MARIS","18084305","N","Y",38.613055,-90.224228,2018,603
"MLS Listing",NA,"Single Family Residential","6308 Fyler","St Louis","MO","63139",335000,4,4,"South City",1900,3136,NA,336,176,NA,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/St-Louis/6308-Fyler-Ave-63139/home/93743108","MARIS","19007375","N","Y",38.602123,-90.295999,2020,1800
"MLS Listing",NA,"Single Family Residential","3111 Rutger","St Louis","MO","63104",67500,4,4,"Central East",1340,2265,1902,173,50,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3111-Rutger-St-63104/home/93689810","MARIS","18056746","N","Y",38.6219302,-90.2291015,2018,141
"MLS Listing",NA,"Single Family Residential","3598 Ruby Ln","Unincorporated","MO","63303",275000,4,3,"Francis Howell North",1862,10454,1996,5,148,8,"Active","","","http://www.redfin.com/MO/St-Charles/3598-Ruby-Ln-63303/home/103296315","MARIS","18096069","N","Y",38.7379332,-90.5735704,2018,1249
"MLS Listing",NA,"Condo/Co-op","1429 Oriole Pl","St Louis","MO","63144",155000,2,1,"Brentwood",864,2831,1950,7,179,193,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/Brentwood/1429-Oriole-Pl-63144/home/93489167","MARIS","20002724","N","Y",38.628583,-90.354639,2020,1594
"MLS Listing",NA,"Single Family Residential","3716 Connecticut","St Louis","MO","63116",329900,3,3,"South City",2050,3746,1905,1,161,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/3716-Connecticut-St-63116/home/93700053","MARIS","18096448","N","Y",38.6001326,-90.2456319,2018,883
"MLS Listing",NA,"Single Family Residential","950 Shandel Dr","St Louis","MO","63132",300000,3,3,"University City",1940,14505,1949,2,155,NA,"Active","","","http://www.redfin.com/MO/St-Louis/950-Shandel-Dr-63132/home/93459846","MARIS","20008100","N","Y",38.66743,-90.3507323,2020,1816
"MLS Listing",NA,"Single Family Residential","4142 S Compton Ave","St Louis","MO","63118",125000,2,2,"Central East",1614,6970,1898,86,77,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4142-S-Compton-Ave-63118/home/93705254","MARIS","18081304","N","Y",38.5808861,-90.2394827,2018,325
"MLS Listing",NA,"Single Family Residential","1469 70th","St Louis","MO","63133",42000,4,NA,"Normandy",1026,6316,NA,63,41,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1469-70th-St-63133/home/62733830","MARIS","19087505","N","Y",38.6827096,-90.3043696,2020,1922
"MLS Listing",NA,"Single Family Residential","3864 Federer Pl","St Louis","MO","63116",359900,3,2,"South City",2480,7971,1929,206,145,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3864-Federer-St-63116/home/93773589","MARIS","18047065","N","Y",38.5655273,-90.2633062,2018,918
"MLS Listing",NA,"Vacant Land","275 Pointe Conway Hill Ct","Town and Country","MO","63141",595000,NA,NA,"Parkway Central",NA,54450,NA,1123,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/275-Conway-Hill-Rd-63141/home/166964476","MARIS","17002476","N","Y",38.653222,-90.499012,2020,2127
"MLS Listing",NA,"Single Family Residential","8 Vouga Ln","Frontenac","MO","63131",1598000,5,7,"Ladue",5505,39640,2004,303,290,NA,"Active","","","http://www.redfin.com/MO/Frontenac/8-Vouga-Ln-63131/home/93321855","MARIS","19007296","N","Y",38.642783,-90.424192,2020,2127
"MLS Listing",NA,"Single Family Residential","6056 Clemens Ave","St Louis","MO","63112",220000,0,NA,"Central West",960,2788,1922,30,229,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6056-Clemens-Ave-63112/home/93739200","MARIS","20002356","N","Y",38.65714,-90.2948453,2020,1886
"MLS Listing",NA,"Single Family Residential","803 Jefferson St","St Charles","MO","63301",185000,2,2,"St. Charles",1164,4008,1896,30,159,NA,"Active","","","http://www.redfin.com/MO/St-Charles/803-Jefferson-St-63301/home/62724060","MARIS","18092755","N","Y",38.7842291,-90.4911087,2018,1297
"MLS Listing",NA,"Single Family Residential","1009 North Brampton Dr","St Charles","MO","63304",236900,3,2,"Francis Howell Cntrl",1445,8276,1995,6,164,6,"Active","","","http://www.redfin.com/MO/St-Charles/1009-N-Brampton-Dr-63304/home/69096903","MARIS","18090676","N","Y",38.730336,-90.595403,2018,1253
"MLS Listing",NA,"Single Family Residential","6020 Juniata St","St Louis","MO","63139",109900,3,2,"South City",1379,7797,1948,15,80,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6020-Juniata-St-63139/home/93775795","MARIS","18094768","N","Y",38.6052767,-90.2912949,2018,264
"MLS Listing",NA,"Single Family Residential","6802 Arthur Ave","St Louis","MO","63139",134900,2,2,"South City",1368,7536,1911,50,99,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6802-Arthur-Ave-63139/home/93743465","MARIS","18089865","N","Y",38.6021221,-90.3061687,2018,385
"Redfin Data",NA,"Single Family Residential","5617 Botanical Ave","St. Louis","MO","63110",125000,1,1,"St. Louis",792,2614,1914,5,158,NA,"Pre On-Market","","","http://www.redfin.com/MO/St-Louis/5617-Botanical-Ave-63110/home/62759905","Coming Soon","23958","N","Y",38.6127999,-90.2823951,2018,352
"MLS Listing",NA,"Single Family Residential","1 Tbb Davinci At Provence","St Charles","MO","63301",269900,3,2,"St. Charles",1746,NA,NA,1154,155,27,"Active","","","http://www.redfin.com/MO/St-Charles/1-Tbb-Davinci-At-Provence-63301/home/101814700","MARIS","15058738","N","Y",38.800392,-90.486588,2018,1471
"MLS Listing",NA,"Vacant Land","749 Swarthmore","St Louis","MO","63130",250000,NA,NA,"University City",NA,9453,NA,104,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/749-Swarthmore-Ln-63130/home/167000687","MARIS","19079684","N","Y",38.6627953,-90.3499146,2020,1945
"For-Sale-by-Owner Listing",NA,"Single Family Residential","2913 Nebraska Ave","St. Louis","MO","63118",53000,1,1,"Saint Louis",760,3190,1959,16,70,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2913-Nebraska-Ave-63118/home/93699196","Fizber.com","4992743","N","Y",38.6024992,-90.2308238,2018,108
"MLS Listing",NA,"Single Family Residential","5410 Dresden Ave","St Louis","MO","63116",128000,2,2,"South City",1026,3136,1908,120,125,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5410-Dresden-Ave-63116/home/93757877","MARIS","18072164","N","Y",38.5793333,-90.2742284,2018,334
"MLS Listing",NA,"Single Family Residential","5644 Maple Ave","St Louis","MO","63112",279900,4,4,"Central West",1780,3267,1903,70,157,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5644-Maple-Ave-63112/home/93709840","MARIS","18086154","N","Y",38.6604066,-90.282875,2018,805
"MLS Listing",NA,"Single Family Residential","5101 S Broadway","St Louis","MO","63111",190000,4,4,"South City",3960,5894,1926,23,48,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5101-S-Broadway-63111/home/93707696","MARIS","18093904","N","Y",38.566218,-90.239337,2018,604
"MLS Listing",NA,"Single Family Residential","4124 Austin Bluff Ct","St Charles","MO","63304",759000,4,5,"Francis Howell",4797,22651,2001,83,158,NA,"Active","","","http://www.redfin.com/MO/St-Charles/4124-Austin-Bluff-Ct-63304/home/103330864","MARIS","18081489","N","Y",38.704806,-90.6149763,2018,1374
"MLS Listing",NA,"Condo/Co-op","1608 Oriole Ln","St Louis","MO","63144",159000,2,1,"Brentwood",878,2831,1950,50,181,187,"Active","","","http://www.redfin.com/MO/St-Louis/1608-Oriole-Ln-63144/home/93489052","MARIS","18089824","N","Y",38.6268475,-90.3528132,2018,485
"MLS Listing",NA,"Single Family Residential","3255 Simeon Bunker","St Charles","MO","63301",237029,3,3,"Orchard Farm",1460,NA,NA,24,162,77,"Active","","","http://www.redfin.com/MO/St-Charles/3255-Simeon-Bunker-St-63301/home/148442346","MARIS","18093899","N","Y",38.8296965,-90.4897244,2018,1283
"MLS Listing",NA,"Single Family Residential","2860 Indiana Ave","St Louis","MO","63118",349900,3,3,"Central East",2000,NA,NA,21,175,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2860-Indiana-Ave-63118/home/143286488","MARIS","18094572","N","Y",38.600944,-90.222288,2018,907
"MLS Listing",NA,"Condo/Co-op","2360 Parc Saint Mitre Ct","St Charles","MO","63301",393277,3,3,"St. Charles",2209,7405,NA,64,178,100,"Active","","","http://www.redfin.com/MO/Saint-Charles/2360-Parc-Saint-Mitre-Ct-63301/home/147884575","MARIS","18073545","N","Y",38.802856,-90.488951,2018,1347
"MLS Listing",NA,"Single Family Residential","5922 Cates Ave","St Louis","MO","63112",319900,5,4,"Central West",3458,8668,1905,145,93,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5922-Cates-Ave-63112/home/93739626","MARIS","19068596","N","Y",38.657928,-90.2909339,2020,1969
"MLS Listing",NA,"Single Family Residential","7017 Nashville Ave","St Louis","MO","63117",132000,2,2,"South City",792,NA,1954,69,167,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7017-Nashville-Ave-63117/home/93676117","MARIS","18086383","N","Y",38.6280183,-90.3077826,2018,350
"MLS Listing",NA,"Single Family Residential","1 Denny Ln","Huntleigh","MO","63131",4975000,3,3,"Kirkwood",3046,170755,1956,436,1633,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1-Denny-Ln-63131/home/69385088","MARIS","18089828","N","Y",38.6170192,-90.4046661,2020,1804
"MLS Listing",NA,"Multi-Family (2-4 Unit)","3827 Ashland Ave","St Louis","MO","63107",59000,4,2,"North",2448,3877,1911,38,24,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3827-Ashland-Ave-63107/home/93754003","MARIS","18091774","N","Y",38.6612084,-90.2225979,2018,118
"MLS Listing",NA,"Vacant Land","36 E Allison Ave","St Louis","MO","63119",29400,NA,NA,"Webster Groves",NA,7013,NA,436,NA,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/36-E-Allison-Ave-63119/home/101703376","MARIS","17084777","N","Y",38.607311,-90.3547789,2018,54
"MLS Listing",NA,"Condo/Co-op","2991 Chapel Ridge #4a Ln Unit 4A","St Charles","MO","63301",195000,2,2,"St. Charles West",1400,2744,1992,37,139,215,"Active","","","http://www.redfin.com/MO/St-Charles/2991-Chapel-Ridge-Ln-63301/unit-4A/home/103327730","MARIS","18090268","N","Y",38.808783,-90.546756,2018,1312
"MLS Listing",NA,"Single Family Residential","416 N Woodlawn Ave","St Louis","MO","63122",349000,3,2,"Kirkwood",1864,12197,1929,113,187,NA,"Active","","","http://www.redfin.com/MO/Kirkwood/416-N-Woodlawn-Ave-63122/home/93527843","MARIS","18072833","N","Y",38.586658,-90.396745,2018,903
"MLS Listing",NA,"Single Family Residential","2 Kandahar Ct","St Charles","MO","63303",470990,4,4,"St. Charles West",3232,NA,NA,78,146,42,"Active","","","http://www.redfin.com/MO/St-Charles/2-Kandahar-Ct-63303/home/144759012","MARIS","18083457","N","Y",38.7827962,-90.5490277,2018,1368
"MLS Listing",NA,"Single Family Residential","8674 Spoon Dr","University City","MO","63132",238500,4,3,"University City",1594,10942,1959,243,150,NA,"Active","","","http://www.redfin.com/MO/St-Louis/8674-Spoon-Dr-63132/home/93462574","MARIS","19043687","N","Y",38.6709217,-90.3606586,2020,1995
"MLS Listing",NA,"Condo/Co-op","8025 Maryland Ave Unit 15C","St Louis","MO","63105",2735000,2,3,"Clayton",4021,1220,2006,91,680,2296,"Active","","","http://www.redfin.com/MO/Clayton/8025-Maryland-Ave-63105/unit-15C/home/93326977","MARIS","19078884","N","Y",38.652392,-90.340466,2020,1711
"MLS Listing",NA,"Single Family Residential","1 Tbb Breckenridge At Provence","St Charles","MO","63301",337900,4,3,"St. Charles",3186,NA,NA,1154,106,27,"Active","","","http://www.redfin.com/MO/St-Charles/1-Tbb-Breckenridge-At-Provence-63301/home/101814712","MARIS","15058754","N","Y",38.800392,-90.486588,2018,1465
"MLS Listing",NA,"Single Family Residential","5903 Michigan Ave","St Louis","MO","63111",129000,2,2,"South City",1246,4748,1929,104,104,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5903-Michigan-Ave-63111/home/93708830","MARIS","18075824","N","Y",38.5614609,-90.2470617,2018,364
"MLS Listing",NA,"Single Family Residential","6907 Melrose Ave","St Louis","MO","63130",104900,2,2,"University City",961,5401,1947,32,109,NA,"Active","","","http://www.redfin.com/MO/University-City/6907-Melrose-Ave-63130/home/93459330","MARIS","20002039","N","Y",38.671349,-90.312685,2020,1888
"MLS Listing",NA,"Vacant Land","115 Oak Tree Dr","Poolville","TX","76487",92750,0,NA,"Oak Tree Ranch Estates",NA,229561,NA,191,NA,NA,"Active","","","http://www.redfin.com/TX/Poolville/115-Oak-Tree-Dr-76487/home/146110050","NTREIS","13876386","N","Y",38.575208,-90.356026,2018,207
"MLS Listing",NA,"Single Family Residential","8709 Garden Rock Dr","St Louis","MO","63123",370000,4,3,"Affton",2093,NA,2018,18,177,21,"Active","","","http://www.redfin.com/MO/St-Louis/8709-Garden-Rock-Dr-63123/home/146122373","MARIS","18094963","N","Y",38.563615,-90.3589911,2018,932
"MLS Listing",NA,"Single Family Residential","2429 Pocahontas Pl","St Louis","MO","63144",194900,2,1,"Webster Groves",1120,7492,1929,37,174,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2429-Pocahontas-Pl-63144/home/93498761","MARIS","18091868","N","Y",38.6173499,-90.3567246,2018,606
"MLS Listing",NA,"Single Family Residential","4217 E Finney Ave","St Louis","MO","63113",24500,4,2,"North",2500,NA,1889,206,10,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4217-Finney-Ave-63113/home/93719337","MARIS","18046980","N","Y",38.6506593,-90.2435617,2018,42
"MLS Listing",NA,"Single Family Residential","7231 Lyndover","Maplewood","MO","63143",168900,2,1,"Maplewood-Rchmnd Hts",1161,8407,1925,28,145,NA,"Active","","","http://www.redfin.com/MO/Maplewood/7231-Lyndover-Pl-63143/home/93497722","MARIS","18093398","N","Y",38.615502,-90.3149819,2018,517
"MLS Listing",NA,"Single Family Residential","4821 Hamburg Ave","St Louis","MO","63123",127400,2,2,"South City",1184,4312,1999,85,108,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4821-Hamburg-Ave-63123/home/93759482","MARIS","18075532","N","Y",38.5612289,-90.2943475,2018,359
"MLS Listing",NA,"Single Family Residential","8303 New Hampshire Ave","St Louis","MO","63123",169900,2,1,"Affton",1520,25003,1953,108,112,NA,"Active","","","http://www.redfin.com/MO/Affton/8303-New-Hampshire-Ave-63123/home/93328332","MARIS","18074959","N","Y",38.5625548,-90.3280401,2018,523
"MLS Listing",NA,"Single Family Residential","541 N Clay Ave","St Louis","MO","63122",890000,5,4,"Kirkwood",3546,17685,1883,96,251,NA,"Active","","","http://www.redfin.com/MO/Kirkwood/541-N-Clay-Ave-63122/home/93528295","MARIS","18079075","N","Y",38.5882738,-90.4088617,2018,1164
"MLS Listing",NA,"Single Family Residential","2344 Cabric Dr","St Charles","MO","63301",335307,4,4,"St. Charles",2480,8712,NA,27,135,27,"Active","","","http://www.redfin.com/MO/St-Charles/2344-Cabric-Dr-63301/home/147232246","MARIS","18091735","N","Y",38.803755,-90.488636,2018,1291
"New Construction Plan",NA,"Single Family Residential","Arlington III","Saint Charles","MO","63301",193900,3,2,"Commons at Charlestowne Place",NA,NA,NA,NA,NA,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/Commons-at-Charlestowne-Place/Arlington-III/home/147730165","NewHomeSource.com","Plan-71562416","N","Y",38.8329442,-90.4700212,2018,1526
"MLS Listing",NA,"Single Family Residential","4731 Holly Hills Ave","St Louis","MO","63116",209900,2,1,"South City",2140,8059,1951,274,98,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4731-Holly-Hills-Ave-63116/home/93756713","MARIS","18022779","N","Y",38.5748437,-90.2808233,2018,644
"MLS Listing",NA,"Vacant Land","57 Castle Blf","St Charles","MO","63304",150000,NA,NA,"Francis Howell",NA,31799,NA,196,NA,25,"Active","","","http://www.redfin.com/MO/St-Charles/57-Castlebluff-Dr-63304/home/103251530","MARIS","18050318","N","Y",38.70965,-90.607342,2018,1431
"MLS Listing",NA,"Single Family Residential","6724 Vernon Ave","St Louis","MO","63130",79900,2,1,"University City",729,3485,1946,6,110,NA,"Active","","","http://www.redfin.com/MO/University-City/6724-Vernon-Ave-63130/home/93469872","MARIS","20007171","N","Y",38.6620958,-90.3090514,2020,1841
"MLS Listing",NA,"Single Family Residential","8013 Central Park Dr","St Louis","MO","63117",490000,4,4,"Clayton",2144,1307,2018,240,229,240,"Active","","","http://www.redfin.com/MO/St-Louis/8013-Central-Park-Dr-63117/home/145581483","MARIS","18035870","N","Y",38.633511,-90.342337,2018,1021
"MLS Listing",NA,"Condo/Co-op","5671 Waterman Blvd Unit 2S","St Louis","MO","63112",100000,2,1,"Central West",700,NA,1915,70,143,270,"Active","","","http://www.redfin.com/MO/St-Louis/5671-Waterman-Blvd-63112/unit-2S/home/168592347","MARIS","19087034","N","Y",38.6501356,-90.2841488,2020,1929
"MLS Listing",NA,"Single Family Residential","4146 Castleman Ave","St Louis","MO","63110",229900,4,2,"South City",2214,NA,1899,230,104,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4146-Castleman-Ave-63110/home/93747080","MARIS","18036876","N","Y",38.615201,-90.25247,2018,680
"MLS Listing",NA,"Condo/Co-op","7561 Byron Pl Unit 3W","St Louis","MO","63105",189900,2,1,"Clayton",1386,1263,1937,345,137,218,"Active","","","http://www.redfin.com/MO/Clayton/7561-Byron-Pl-63105/unit-3W/home/93478082","MARIS","18004327","N","Y",38.6423822,-90.3325956,2018,600
"MLS Listing",NA,"Single Family Residential","7832 Kenridge","St Louis","MO","63119",249900,4,3,"Affton",1470,7971,1949,140,170,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7832-Kenridge-Ln-63119/home/93526132","MARIS","18066486","N","Y",38.5868294,-90.3363592,2018,756
"MLS Listing",NA,"Single Family Residential","4614 Dahlia Ave","St Louis","MO","63116",149900,3,1,"South City",1188,4879,1915,43,126,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4614-Dahlia-Ave-63116/home/93759137","MARIS","18091013","N","Y",38.5768809,-90.2766339,2018,456
"New Construction Plan",NA,"Single Family Residential","Waverly - Manor","Affton","MO","63123",343900,4,2.5,"The Manors at MacKenzie Valley",2352,NA,NA,NA,146,NA,"Active","","","http://www.redfin.com/MO/St-Louis/The-Manors-at-MacKenzie-Valley/Waverly-Manor/home/144477818","NewHomeSource.com","Plan-61458908","N","Y",38.5594322,-90.3232119,2018,896
"MLS Listing",NA,"Single Family Residential","4325 Taft Ave","St Louis","MO","63116",129900,3,1,"South City",1238,4835,1924,7,105,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4325-Taft-Ave-63116/home/93764719","MARIS","18096126","N","Y",38.5870516,-90.2662489,2018,370
"MLS Listing",NA,"Single Family Residential","5229 Fairview Ave","St Louis","MO","63139",127900,2,1,"South City",780,5576,1949,29,164,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5229-Fairview-Ave-63139/home/93742704","MARIS","18092908","N","Y",38.5989153,-90.2786137,2018,333
"MLS Listing",NA,"Single Family Residential","6919 Bartmer Ave","University City","MO","63130",140000,2,1,"University City",1127,6970,1938,55,124,NA,"Active","","","http://www.redfin.com/MO/University-City/6919-Bartmer-Ave-63130/home/93457903","MARIS","19055087","N","Y",38.665875,-90.313837,2020,1917
"MLS Listing",NA,"Single Family Residential","1119 Wilmington Ave","St Louis","MO","63111",214900,3,2,"South City",1723,4269,1922,49,125,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1119-Wilmington-Ave-63111/home/93708936","MARIS","18086662","N","Y",38.5655038,-90.255275,2018,656
"MLS Listing",NA,"Single Family Residential","5531 Devonshire Ave","St Louis","MO","63109",145000,2,1,"South City",1080,4025,1923,36,134,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5531-Devonshire-Ave-63109/home/93753046","MARIS","18092055","N","Y",38.588336,-90.2866758,2018,430
"New Construction Plan",NA,"Single Family Residential","Ryan III","Saint Louis","MO","63123",326700,4,2,"Pardee Gardens",2093,NA,NA,NA,156,NA,"Active","","","http://www.redfin.com/MO/St-Louis/Pardee-Gardens/Ryan-III/home/107336960","NewHomeSource.com","Plan-61268229","N","Y",38.5630305,-90.3582584,2018,880
"MLS Listing",NA,"Single Family Residential","4148 Loughborough Ave","St Louis","MO","63116",99500,2,1,"South City",826,3877,1924,97,120,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4148-Loughborough-Ave-63116/home/93772856","MARIS","18078812","N","Y",38.5653022,-90.2761852,2018,227
"MLS Listing",NA,"Single Family Residential","7434 Kingsbury Blvd","University City","MO","63130",599900,4,3,"University City",2700,8712,1932,14,222,NA,"Active","","","http://www.redfin.com/MO/University-City/7434-Kingsbury-Blvd-63130/home/62760057","MARIS","19089366","N","Y",38.6549142,-90.3308874,2020,1868
"MLS Listing",NA,"Multi-Family (2-4 Unit)","5405 Alabama Ave","St Louis","MO","63111",70000,2,1,"South City",2212,3528,1912,57,32,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5405-Alabama-Ave-63111/home/93708335","MARIS","18088750","N","Y",38.5676525,-90.2479049,2018,156
"MLS Listing",NA,"Condo/Co-op","1436 Heritage Lndg #204","St Charles","MO","63303",97900,2,2,"Francis Howell North",1124,549,1983,156,87,230,"Active","","","http://www.redfin.com/MO/St-Charles/1436-Heritage-Lndg-63303/unit-204/home/82923237","MARIS","18061958","N","Y",38.7521537,-90.5463905,2018,1421
"MLS Listing",NA,"Single Family Residential","0 Grand Reserve Unit Sangria II","Chesterfield","MO","63017",606900,2,2,"Parkway Central",1882,NA,NA,231,322,NA,"Active","","","http://www.redfin.com/MO/Chesterfield/226-S-Woods-Mill-Rd-63017/unit-Sangria-II/home/170496768","MARIS","19047009","N","Y",38.6515302,-90.5044858,2020,2127
"MLS Listing",NA,"Single Family Residential","4129 Shenandoah Ave","St Louis","MO","63110",350000,4,4,"South City",2800,3006,1905,22,125,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4129-Shenandoah-Ave-63110/home/93746481","MARIS","18094032","N","Y",38.6108978,-90.2525211,2018,910
"MLS Listing",NA,"Single Family Residential","6096 E Jamieson Ave","St Louis","MO","63109",299900,3,2,"South City",1392,9670,1956,64,215,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/6096-E-Jamieson-Ave-63109/home/93782827","MARIS","18087350","N","Y",38.575164,-90.300759,2018,840
"MLS Listing",NA,"Single Family Residential","10 Edwin Ave","St Louis","MO","63122",1399000,4,4,"Kirkwood",4000,23871,NA,154,350,NA,"Active","","","http://www.redfin.com/MO/St-Louis/10-Edwin-Ave-63122/home/93525906","MARIS","18060317","N","Y",38.5837802,-90.3847402,2018,1198
"MLS Listing",NA,"Condo/Co-op","5671 Waterman","St Louis","MO","63112",106000,2,1,"Central West",700,NA,1914,51,151,270,"Active","","","http://www.redfin.com/MO/St-Louis/5671-Waterman-Blvd-63112/home/93678429","MARIS","18089826","N","Y",38.6501356,-90.2841488,2018,252
"MLS Listing",NA,"Single Family Residential","7231 Moller Ave","Maplewood","MO","63143",204900,2,2,"Maplewood-Rchmnd Hts",1342,5968,1900,27,153,NA,"Active","","","http://www.redfin.com/MO/Maplewood/7231-Moller-Ave-63143/home/93497164","MARIS","18093665","N","Y",38.6109522,-90.3151288,2018,640
"MLS Listing",NA,"Single Family Residential","7027 Pershing Ave","St Louis","MO","63130",299000,3,2,"University City",1748,5184,1932,1,171,NA,"Active","","","http://www.redfin.com/MO/University-City/7027-Pershing-Ave-63130/home/93468361","MARIS","20003385","N","Y",38.6525041,-90.3159621,2020,1593
"MLS Listing",NA,"Single Family Residential","7008 Kingsbury Blvd","University City","MO","63130",425000,3,3,"University City",2187,8756,1922,5,194,NA,"Active","","","http://www.redfin.com/MO/University-City/7008-Kingsbury-Blvd-63130/home/93468599","MARIS","20007432","N","Y",38.653916,-90.315099,2020,1833
"MLS Listing",NA,"Single Family Residential","3200 Bentwater Pl","St Charles","MO","63301",314900,4,4,"Orchard Farm",1778,13939,2006,63,177,29,"Active","","","http://www.redfin.com/MO/St-Charles/3200-Bent-Water-Pl-63301/home/103254554","MARIS","18087717","N","Y",38.8280804,-90.4900758,2018,1343
"New Construction Plan",NA,"Single Family Residential","Royal II","Saint Charles","MO","63301",240900,4,2.5,"Manors at Charlestowne Place",NA,NA,NA,NA,NA,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/Manors-at-Charlestowne-Place/Royal-II/home/147730158","NewHomeSource.com","Plan-71562426","N","Y",38.8329442,-90.4700212,2018,1491
"MLS Listing",NA,"Single Family Residential","800 Tavalon Ave","St Louis","MO","63119",298500,3,2,"Webster Groves",1733,9060,1957,147,172,NA,"Active","","","http://www.redfin.com/MO/St-Louis/800-Tavalon-Ave-63119/home/93511406","MARIS","19065911","N","Y",38.6031868,-90.3738331,2020,1756
"MLS Listing",NA,"Multi-Family (5+ Unit)","3401 Chippewa","St Louis","MO","63118",374900,NA,NA,"Central East",NA,6273,1904,92,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3401-Chippewa-St-63118/home/93695376","MARIS","18079919","N","Y",38.5880074,-90.2407197,2018,934
"MLS Listing",NA,"Single Family Residential","3232 Saint Vincent Ave","St Louis","MO","63104",175000,3,3,"Central East",1620,3877,1893,26,108,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3232-St-Vincent-Ave-63104/home/93689463","MARIS","18093815","N","Y",38.6188943,-90.2330625,2018,545
"MLS Listing",NA,"Single Family Residential","2905 Osage St","St Louis","MO","63118",48000,3,2,"Central East",2248,4356,1910,1,21,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2905-Osage-St-63118/home/93704414","MARIS","18095930","N","Y",38.5835707,-90.2347314,2018,94
"MLS Listing",NA,"Single Family Residential","515 W Kirkham Ave","St Louis","MO","63119",887500,5,5,"Webster Groves",3327,13765,NA,44,267,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/515-W-Kirkham-Ave-63119/home/93510800","MARIS","18090643","N","Y",38.595218,-90.3691531,2018,1162
